comment_id,original_comment,aspect,rule_based_sentiment,correct_sentiment,aspect_correct
188,"Super nice professor! Very straightforward, with clear expectations. He sometimes gives interesting examples and stories. He is very patient, and would not mind explain concepts in more details during office hours.",practical_sessions,positive,positive,yes
188,"Super nice professor! Very straightforward, with clear expectations. He sometimes gives interesting examples and stories. He is very patient, and would not mind explain concepts in more details during office hours.",faculty_availability,positive,positive,yes
189,Professor Halpern is very intelligent--and she knows it. She is fairly condescending and isn't very sensitive if you don't understand something. Her class is easy if you are good with memorization. Don't slack off because one bad test grade will come back to haunt you. A very interesting class.,practical_sessions,positive,positive,yes
189,Professor Halpern is very intelligent--and she knows it. She is fairly condescending and isn't very sensitive if you don't understand something. Her class is easy if you are good with memorization. Don't slack off because one bad test grade will come back to haunt you. A very interesting class.,subject_difficulty,positive,positive,yes
190,"Wonderful class, great books and the topics made me question and think about the subject matter.",doubt_solving,positive,positive,yes
191,"She was funny and very competent. The work was difficult, but I never felt overloaded with homework. She didn't take crap from the annoying, overly-confident boys in the class. Her tests are challenging, but she has really helpful study sessions before them all.",subject_difficulty,positive,neutral,yes
191,"She was funny and very competent. The work was difficult, but I never felt overloaded with homework. She didn't take crap from the annoying, overly-confident boys in the class. Her tests are challenging, but she has really helpful study sessions before them all.",practical_sessions,positive,neutral,yes
191,"She was funny and very competent. The work was difficult, but I never felt overloaded with homework. She didn't take crap from the annoying, overly-confident boys in the class. Her tests are challenging, but she has really helpful study sessions before them all.",doubt_solving,positive,neutral,yes
192,"This class was incredibly difficult. The professor was knowledgeable, but when going to his office hours he was patronizing. He made it clear he was way smarter than you and not very helpful.",subject_difficulty,negative,negative,yes
192,"This class was incredibly difficult. The professor was knowledgeable, but when going to his office hours he was patronizing. He made it clear he was way smarter than you and not very helpful.",explanation_clarity,positive,negative,yes
192,"This class was incredibly difficult. The professor was knowledgeable, but when going to his office hours he was patronizing. He made it clear he was way smarter than you and not very helpful.",doubt_solving,positive,negative,yes
192,"This class was incredibly difficult. The professor was knowledgeable, but when going to his office hours he was patronizing. He made it clear he was way smarter than you and not very helpful.",faculty_availability,positive,negative,yes
193,"She is an absolutely horrible teacher. Questions in class were answered in the most roundabout way possible and her grading simply doesn't make sense. For example, the average on one test was approximately 69, I got a 63, which was graded as an F. I recommend against taking her.",doubt_solving,negative,negative,yes
193,"She is an absolutely horrible teacher. Questions in class were answered in the most roundabout way possible and her grading simply doesn't make sense. For example, the average on one test was approximately 69, I got a 63, which was graded as an F. I recommend against taking her.",practical_sessions,negative,negative,yes
194,"the class is not difficult but you need to actually learn the course material in order to succeed. textbook was recommended but not mandatory, but if you attend lecture and take notes the reading is not necessary. there were typically quizzes each chapter, with a 3 unit tests in total, and no cumulative final. very charismatic and makes lecture fun",subject_difficulty,positive,positive,yes
194,"the class is not difficult but you need to actually learn the course material in order to succeed. textbook was recommended but not mandatory, but if you attend lecture and take notes the reading is not necessary. there were typically quizzes each chapter, with a 3 unit tests in total, and no cumulative final. very charismatic and makes lecture fun",study_material,positive,positive,yes
194,"the class is not difficult but you need to actually learn the course material in order to succeed. textbook was recommended but not mandatory, but if you attend lecture and take notes the reading is not necessary. there were typically quizzes each chapter, with a 3 unit tests in total, and no cumulative final. very charismatic and makes lecture fun",explanation_clarity,positive,positive,yes
194,"the class is not difficult but you need to actually learn the course material in order to succeed. textbook was recommended but not mandatory, but if you attend lecture and take notes the reading is not necessary. there were typically quizzes each chapter, with a 3 unit tests in total, and no cumulative final. very charismatic and makes lecture fun",practical_sessions,positive,positive,yes
195,"Love prof luck!!! Cares about students and super clear, engaging lecturer. Participation is not graded but lecture style is a back and forth with students. Very accessible during office hours to ask questions or just chat. Wants to get to know his students! Progressive approach to grading provides ample extra credit, does not cap # of ppl w As",explanation_clarity,positive,positive,yes
195,"Love prof luck!!! Cares about students and super clear, engaging lecturer. Participation is not graded but lecture style is a back and forth with students. Very accessible during office hours to ask questions or just chat. Wants to get to know his students! Progressive approach to grading provides ample extra credit, does not cap # of ppl w As",doubt_solving,positive,positive,yes
195,"Love prof luck!!! Cares about students and super clear, engaging lecturer. Participation is not graded but lecture style is a back and forth with students. Very accessible during office hours to ask questions or just chat. Wants to get to know his students! Progressive approach to grading provides ample extra credit, does not cap # of ppl w As",faculty_availability,positive,positive,yes
196,Really awesome and helpful. Highly recommended !!!,doubt_solving,positive,positive,yes
197,"Intro astronomy is hard for a GE-exams are very curved. Really interesting though, and prof. naftilan is a riot. Lots is covered. even though attendance is not taken, I would go to class since I have missed it when what was discussed was an essay question.",doubt_solving,negative,negative,yes
197,"Intro astronomy is hard for a GE-exams are very curved. Really interesting though, and prof. naftilan is a riot. Lots is covered. even though attendance is not taken, I would go to class since I have missed it when what was discussed was an essay question.",practical_sessions,negative,negative,yes
197,"Intro astronomy is hard for a GE-exams are very curved. Really interesting though, and prof. naftilan is a riot. Lots is covered. even though attendance is not taken, I would go to class since I have missed it when what was discussed was an essay question.",subject_difficulty,negative,negative,yes
198,"if you go to class, study the practice tests, and do the homework, you will get an A easily. class attendance is MANDATORY. she teaches quickly and demands you speak a lot, but i learned a lot of spanish and the class was always fun. her bark is way worse than her bite - she acts tough but she is a total sweetheart and i loved the class.",teaching_pace,positive,positive,yes
198,"if you go to class, study the practice tests, and do the homework, you will get an A easily. class attendance is MANDATORY. she teaches quickly and demands you speak a lot, but i learned a lot of spanish and the class was always fun. her bark is way worse than her bite - she acts tough but she is a total sweetheart and i loved the class.",practical_sessions,positive,positive,yes
198,"if you go to class, study the practice tests, and do the homework, you will get an A easily. class attendance is MANDATORY. she teaches quickly and demands you speak a lot, but i learned a lot of spanish and the class was always fun. her bark is way worse than her bite - she acts tough but she is a total sweetheart and i loved the class.",subject_difficulty,negative,neutral,yes
199,"He was awesome!!! The class went into a lot of detail and if you put in the work, it will pay off. He is super nice and he is willing to do whatever he needs to do in order to help his students. DEFINITELY TAKE HIM FOR CHEM!!!!!",doubt_solving,positive,positive,yes
200,She's a really invested professor and really helpful when it comes to writing. She cares about her students and picked good readings. I would definitely recommend her class. She values participation in discussion very highly,doubt_solving,positive,positive,yes
200,She's a really invested professor and really helpful when it comes to writing. She cares about her students and picked good readings. I would definitely recommend her class. She values participation in discussion very highly,study_material,positive,positive,yes
201,"Just do the work - spend hours on it, dedicate real effort to it, and you'll be fine. Art Lee gives you all the materials you need, but is not the best at answering questions. Just work it out.",study_material,positive,positive,yes
201,"Just do the work - spend hours on it, dedicate real effort to it, and you'll be fine. Art Lee gives you all the materials you need, but is not the best at answering questions. Just work it out.",doubt_solving,negative,negative,yes
202,"Bassam is a fantastic professor. Arabic is hard, and he tells you this right off the bat, but if you are dedicated, you will learn a ton in this class and succeed. ",subject_difficulty,positive,positive,yes
203,Absolutely amazing class. Love the discussions and Professor Wright has his unbiased views which make a lot of the discussions interesting. TAKE THIS CLASS.  He has been given a bad reputation in the Econ Dept. but this class is awesome and the course material is pretty interesting. TAKE IT!,study_material,positive,positive,yes
204,"This class was great. Flory is a great teacher and makes you really understand the concepts. The tests are not hard, you just have to go over the problem sets. Flory grades really easy on exams as well, he does not dock off a lot of points for incorrect math. His lectures were very engaging and not as boring/dry as other Econ lectures.",explanation_clarity,positive,positive,yes
204,"This class was great. Flory is a great teacher and makes you really understand the concepts. The tests are not hard, you just have to go over the problem sets. Flory grades really easy on exams as well, he does not dock off a lot of points for incorrect math. His lectures were very engaging and not as boring/dry as other Econ lectures.",practical_sessions,positive,positive,yes
204,"This class was great. Flory is a great teacher and makes you really understand the concepts. The tests are not hard, you just have to go over the problem sets. Flory grades really easy on exams as well, he does not dock off a lot of points for incorrect math. His lectures were very engaging and not as boring/dry as other Econ lectures.",subject_difficulty,positive,positive,yes
205,"Professor Raviv really knows his statistics and teaches in a very organized way. If you don't put in the effort, show up to all his lectures, and try your best on the problem sets, you're going to find the class difficult. But he is very clear about expectations and gives you practice tests + solutions",explanation_clarity,positive,positive,yes
205,"Professor Raviv really knows his statistics and teaches in a very organized way. If you don't put in the effort, show up to all his lectures, and try your best on the problem sets, you're going to find the class difficult. But he is very clear about expectations and gives you practice tests + solutions",subject_difficulty,negative,negative,yes
205,"Professor Raviv really knows his statistics and teaches in a very organized way. If you don't put in the effort, show up to all his lectures, and try your best on the problem sets, you're going to find the class difficult. But he is very clear about expectations and gives you practice tests + solutions",practical_sessions,positive,positive,yes
206,"Amazing Probability Theory prof. Super clear and approachable, was really helpful in office hours. Homework was not overwhelming and exams were fair. Did an excellent job of doing the course online (had the official textbook and a supplemental one made just for us -- all free). Highly recommended!",explanation_clarity,positive,positive,yes
206,"Amazing Probability Theory prof. Super clear and approachable, was really helpful in office hours. Homework was not overwhelming and exams were fair. Did an excellent job of doing the course online (had the official textbook and a supplemental one made just for us -- all free). Highly recommended!",doubt_solving,positive,positive,yes
206,"Amazing Probability Theory prof. Super clear and approachable, was really helpful in office hours. Homework was not overwhelming and exams were fair. Did an excellent job of doing the course online (had the official textbook and a supplemental one made just for us -- all free). Highly recommended!",study_material,positive,positive,yes
206,"Amazing Probability Theory prof. Super clear and approachable, was really helpful in office hours. Homework was not overwhelming and exams were fair. Did an excellent job of doing the course online (had the official textbook and a supplemental one made just for us -- all free). Highly recommended!",practical_sessions,positive,positive,yes
206,"Amazing Probability Theory prof. Super clear and approachable, was really helpful in office hours. Homework was not overwhelming and exams were fair. Did an excellent job of doing the course online (had the official textbook and a supplemental one made just for us -- all free). Highly recommended!",faculty_availability,positive,positive,yes
206,"Amazing Probability Theory prof. Super clear and approachable, was really helpful in office hours. Homework was not overwhelming and exams were fair. Did an excellent job of doing the course online (had the official textbook and a supplemental one made just for us -- all free). Highly recommended!",subject_difficulty,positive,positive,yes
207,"Kreines is awesome! He's super smart, very fun and funny, and a great discussion leader. He expects a lot out of you, especially on essays, but he'll go over your drafts and edit them for you. You have to do the reading, but his class literally changed the way I look at the world. He really cares about you learning too. Take his class if you can!",study_material,negative,negative,yes
208,"Burdekin is a decent teacher and a nice guy. his class is a little dry, but there is minimal hw and the tests are graded on a giant curve. that being said, people will literally fail his class, but if you study hard for just 2 exams and a final, you'll do well. I would recommend him, but i would not discourage someone from taking a different class.",practical_sessions,negative,negative,yes
208,"Burdekin is a decent teacher and a nice guy. his class is a little dry, but there is minimal hw and the tests are graded on a giant curve. that being said, people will literally fail his class, but if you study hard for just 2 exams and a final, you'll do well. I would recommend him, but i would not discourage someone from taking a different class.",subject_difficulty,positive,positive,yes
209,"Professor Locke is so passionate about the material he teaches and makes everyone else passionate about it too. He gives daily reading quizzes about short readings, but I think they help to keep me engaged. He lets the class decide what we are going to learn for the second half of class and we talked about really interesting things. Take his class",study_material,positive,positive,yes
209,"Professor Locke is so passionate about the material he teaches and makes everyone else passionate about it too. He gives daily reading quizzes about short readings, but I think they help to keep me engaged. He lets the class decide what we are going to learn for the second half of class and we talked about really interesting things. Take his class",practical_sessions,positive,positive,yes
209,"Professor Locke is so passionate about the material he teaches and makes everyone else passionate about it too. He gives daily reading quizzes about short readings, but I think they help to keep me engaged. He lets the class decide what we are going to learn for the second half of class and we talked about really interesting things. Take his class",doubt_solving,positive,positive,yes
210,"Very clear regarding the material and his expectations.  The argumentative paper is a bit difficult, but he is more than willing to talk to you about it.  Paper aside, the class is easy, but you will learn a lot.  He made the material interesting.",explanation_clarity,negative,negative,yes
210,"Very clear regarding the material and his expectations.  The argumentative paper is a bit difficult, but he is more than willing to talk to you about it.  Paper aside, the class is easy, but you will learn a lot.  He made the material interesting.",study_material,positive,positive,yes
210,"Very clear regarding the material and his expectations.  The argumentative paper is a bit difficult, but he is more than willing to talk to you about it.  Paper aside, the class is easy, but you will learn a lot.  He made the material interesting.",subject_difficulty,positive,positive,yes
211,He is amazing! Learned a ton in his class. He has high expectations but they can be met as long as you put in the effort.,faculty_availability,neutral,neutral,yes
212,"He's on the hard side, lots of reading, but the class was really interesting.  His lectures are painful, but thats why he tends not to lecture and lets students do the teaching.  I learned alot.  Haley's a good guy.",study_material,negative,negative,yes
212,"He's on the hard side, lots of reading, but the class was really interesting.  His lectures are painful, but thats why he tends not to lecture and lets students do the teaching.  I learned alot.  Haley's a good guy.",subject_difficulty,negative,negative,yes
212,"He's on the hard side, lots of reading, but the class was really interesting.  His lectures are painful, but thats why he tends not to lecture and lets students do the teaching.  I learned alot.  Haley's a good guy.",explanation_clarity,positive,neutral,yes
213,"This class helped strengthen my grammar skills, and I'm glad that we also learned more about Spain + Latin American culture. At times, she went a little quickly over the material, but she was accessible after class and during office hours if you had questions. She thoughtfully listened to each student during discussions, and was understanding.",teaching_pace,positive,positive,yes
213,"This class helped strengthen my grammar skills, and I'm glad that we also learned more about Spain + Latin American culture. At times, she went a little quickly over the material, but she was accessible after class and during office hours if you had questions. She thoughtfully listened to each student during discussions, and was understanding.",doubt_solving,positive,positive,yes
213,"This class helped strengthen my grammar skills, and I'm glad that we also learned more about Spain + Latin American culture. At times, she went a little quickly over the material, but she was accessible after class and during office hours if you had questions. She thoughtfully listened to each student during discussions, and was understanding.",study_material,positive,positive,yes
213,"This class helped strengthen my grammar skills, and I'm glad that we also learned more about Spain + Latin American culture. At times, she went a little quickly over the material, but she was accessible after class and during office hours if you had questions. She thoughtfully listened to each student during discussions, and was understanding.",faculty_availability,positive,positive,yes
214,"Her class is easy, but that's about all it's got going for it.  Her lectures are right out of the book, and not very informative.  Nice lady, though.",subject_difficulty,positive,positive,yes
214,"Her class is easy, but that's about all it's got going for it.  Her lectures are right out of the book, and not very informative.  Nice lady, though.",explanation_clarity,negative,negative,yes
215,"This guy does not teach! He only copies whats in the book anyway and is incapable of explaining anything to someone who has not already taken the material in highschool. If you want a guy who thinks he is way to smart to teach a basic calculus class and turns down every question,HERE YOU GO!",explanation_clarity,positive,negative,yes
215,"This guy does not teach! He only copies whats in the book anyway and is incapable of explaining anything to someone who has not already taken the material in highschool. If you want a guy who thinks he is way to smart to teach a basic calculus class and turns down every question,HERE YOU GO!",doubt_solving,positive,negative,yes
215,"This guy does not teach! He only copies whats in the book anyway and is incapable of explaining anything to someone who has not already taken the material in highschool. If you want a guy who thinks he is way to smart to teach a basic calculus class and turns down every question,HERE YOU GO!",study_material,positive,negative,yes
216,"Kind enough guy who tries and cares but did not feel that he explained class concepts or in-class activities clearly, which was frustrating. Struck me as being more of a researcher than a teacher. Exams were mostly fair with one or two questions that did not appear anywhere in the reading or in lecture. Did not feel inspired taking this class.",explanation_clarity,negative,negative,yes
216,"Kind enough guy who tries and cares but did not feel that he explained class concepts or in-class activities clearly, which was frustrating. Struck me as being more of a researcher than a teacher. Exams were mostly fair with one or two questions that did not appear anywhere in the reading or in lecture. Did not feel inspired taking this class.",doubt_solving,negative,negative,yes
216,"Kind enough guy who tries and cares but did not feel that he explained class concepts or in-class activities clearly, which was frustrating. Struck me as being more of a researcher than a teacher. Exams were mostly fair with one or two questions that did not appear anywhere in the reading or in lecture. Did not feel inspired taking this class.",study_material,negative,negative,yes
216,"Kind enough guy who tries and cares but did not feel that he explained class concepts or in-class activities clearly, which was frustrating. Struck me as being more of a researcher than a teacher. Exams were mostly fair with one or two questions that did not appear anywhere in the reading or in lecture. Did not feel inspired taking this class.",practical_sessions,negative,negative,yes
217,Without a doubt the worst prof at CMC back in 1996 and it sounds like he is still going strong...,doubt_solving,positive,positive,yes
218,lectures are so clear & comprehensive that you don't need to read; just GO TO CLASS & take good notes. not an easy grader. knows a TON. open to student opinions but not much discussion - more focus on history of phil than student discussion. good class.,explanation_clarity,positive,positive,yes
218,lectures are so clear & comprehensive that you don't need to read; just GO TO CLASS & take good notes. not an easy grader. knows a TON. open to student opinions but not much discussion - more focus on history of phil than student discussion. good class.,study_material,positive,positive,yes
218,lectures are so clear & comprehensive that you don't need to read; just GO TO CLASS & take good notes. not an easy grader. knows a TON. open to student opinions but not much discussion - more focus on history of phil than student discussion. good class.,subject_difficulty,positive,positive,yes
219,First semester I took Econ 50 with Prof. Evans. She knows everything regarding the material. And she is always there for you.,study_material,neutral,positive,yes
220,"Assigns a ton of reading, but he's an easy grader. If you're not motivated to prioritise the class you can still get a decent grade without doing the readings. Funny guy, obviously been there awhile. Took us out to pizza before the final, very approachable and easy to talk to. Understands if gov isn't your major. Teaches interesting concepts.",study_material,positive,positive,yes
220,"Assigns a ton of reading, but he's an easy grader. If you're not motivated to prioritise the class you can still get a decent grade without doing the readings. Funny guy, obviously been there awhile. Took us out to pizza before the final, very approachable and easy to talk to. Understands if gov isn't your major. Teaches interesting concepts.",doubt_solving,positive,positive,yes
220,"Assigns a ton of reading, but he's an easy grader. If you're not motivated to prioritise the class you can still get a decent grade without doing the readings. Funny guy, obviously been there awhile. Took us out to pizza before the final, very approachable and easy to talk to. Understands if gov isn't your major. Teaches interesting concepts.",subject_difficulty,positive,positive,yes
221,A great choice for Gov 20. Covered U.S. politics historically as well as current political happenings. The classes are a good mix of lecture and discussion.,explanation_clarity,positive,positive,yes
222,"Brilliant, organized, incredibly hard-working.  He is one of academia's greatest minds.",subject_difficulty,positive,positive,yes
223,"Though I didn't find the FHS Religion & Modernity interesting, Michon is a brilliant professor and imparts you with a lot of knowledge in class. His readings are difficult and he's a tough grader, but he takes the time to meet with his students in pairs of 2 before essays. If you're interested in the course material, Michon is an excellent choice",study_material,positive,positive,yes
223,"Though I didn't find the FHS Religion & Modernity interesting, Michon is a brilliant professor and imparts you with a lot of knowledge in class. His readings are difficult and he's a tough grader, but he takes the time to meet with his students in pairs of 2 before essays. If you're interested in the course material, Michon is an excellent choice",subject_difficulty,positive,positive,yes
223,"Though I didn't find the FHS Religion & Modernity interesting, Michon is a brilliant professor and imparts you with a lot of knowledge in class. His readings are difficult and he's a tough grader, but he takes the time to meet with his students in pairs of 2 before essays. If you're interested in the course material, Michon is an excellent choice",faculty_availability,positive,positive,yes
224,"Absolutely adore her. This is my 2nd time having her (SP44 last year). It's a hard class that requires dedication and critical thinking. Never a boring class with Martinez. She's hilarious. Make sure to take really good class notes;she won't write everything down, so listen,& ask if you need clarification or are confused:Very helpful for studying",explanation_clarity,positive,positive,yes
224,"Absolutely adore her. This is my 2nd time having her (SP44 last year). It's a hard class that requires dedication and critical thinking. Never a boring class with Martinez. She's hilarious. Make sure to take really good class notes;she won't write everything down, so listen,& ask if you need clarification or are confused:Very helpful for studying",doubt_solving,positive,positive,yes
224,"Absolutely adore her. This is my 2nd time having her (SP44 last year). It's a hard class that requires dedication and critical thinking. Never a boring class with Martinez. She's hilarious. Make sure to take really good class notes;she won't write everything down, so listen,& ask if you need clarification or are confused:Very helpful for studying",study_material,positive,positive,yes
224,"Absolutely adore her. This is my 2nd time having her (SP44 last year). It's a hard class that requires dedication and critical thinking. Never a boring class with Martinez. She's hilarious. Make sure to take really good class notes;she won't write everything down, so listen,& ask if you need clarification or are confused:Very helpful for studying",subject_difficulty,positive,positive,yes
225,"I just had him for lab and he gave very detailed lectures at the beginning of each lab (which would make lab take a long time). He cares a lot about his students though, and as long as you are trying and ask for help, you'll do  really well.",explanation_clarity,positive,positive,yes
225,"I just had him for lab and he gave very detailed lectures at the beginning of each lab (which would make lab take a long time). He cares a lot about his students though, and as long as you are trying and ask for help, you'll do  really well.",doubt_solving,positive,positive,yes
225,"I just had him for lab and he gave very detailed lectures at the beginning of each lab (which would make lab take a long time). He cares a lot about his students though, and as long as you are trying and ask for help, you'll do  really well.",practical_sessions,positive,positive,yes
226,"Such a nice and caring professor. Cares about your development in Spanish and as a person. Every piece of work you have to do is carefully considered to help you master the language. Furthermore, his office hours are extremely helpful. Language is not easy for me so that is why I made it difficult.",doubt_solving,positive,positive,yes
226,"Such a nice and caring professor. Cares about your development in Spanish and as a person. Every piece of work you have to do is carefully considered to help you master the language. Furthermore, his office hours are extremely helpful. Language is not easy for me so that is why I made it difficult.",faculty_availability,positive,positive,yes
226,"Such a nice and caring professor. Cares about your development in Spanish and as a person. Every piece of work you have to do is carefully considered to help you master the language. Furthermore, his office hours are extremely helpful. Language is not easy for me so that is why I made it difficult.",subject_difficulty,positive,positive,yes
227,"Best professor I have had at CMC hands down. Useful lectures and open to questions from students, and he never makes you feel stupid for asking a question. Problem sets and Exams are fairly difficult, but you learn a lot and he is very helpful in office hours. Great guy and great class.",explanation_clarity,positive,positive,yes
227,"Best professor I have had at CMC hands down. Useful lectures and open to questions from students, and he never makes you feel stupid for asking a question. Problem sets and Exams are fairly difficult, but you learn a lot and he is very helpful in office hours. Great guy and great class.",doubt_solving,positive,positive,yes
227,"Best professor I have had at CMC hands down. Useful lectures and open to questions from students, and he never makes you feel stupid for asking a question. Problem sets and Exams are fairly difficult, but you learn a lot and he is very helpful in office hours. Great guy and great class.",practical_sessions,positive,positive,yes
227,"Best professor I have had at CMC hands down. Useful lectures and open to questions from students, and he never makes you feel stupid for asking a question. Problem sets and Exams are fairly difficult, but you learn a lot and he is very helpful in office hours. Great guy and great class.",subject_difficulty,positive,positive,yes
227,"Best professor I have had at CMC hands down. Useful lectures and open to questions from students, and he never makes you feel stupid for asking a question. Problem sets and Exams are fairly difficult, but you learn a lot and he is very helpful in office hours. Great guy and great class.",faculty_availability,positive,positive,yes
228,"This is a decent class. The issue is the lack of practice students get with the material. If you are good at math, this class is simple. If you are okay at math, this class is decent. Textbook is terrible and if you want practice with the material, it would help to just buy a good textbook. The concepts are tough and he is generally theory-based",doubt_solving,positive,positive,yes
228,"This is a decent class. The issue is the lack of practice students get with the material. If you are good at math, this class is simple. If you are okay at math, this class is decent. Textbook is terrible and if you want practice with the material, it would help to just buy a good textbook. The concepts are tough and he is generally theory-based",study_material,positive,positive,yes
228,"This is a decent class. The issue is the lack of practice students get with the material. If you are good at math, this class is simple. If you are okay at math, this class is decent. Textbook is terrible and if you want practice with the material, it would help to just buy a good textbook. The concepts are tough and he is generally theory-based",practical_sessions,positive,positive,yes
228,"This is a decent class. The issue is the lack of practice students get with the material. If you are good at math, this class is simple. If you are okay at math, this class is decent. Textbook is terrible and if you want practice with the material, it would help to just buy a good textbook. The concepts are tough and he is generally theory-based",subject_difficulty,positive,positive,yes
229,"Professor Raviv was a great teacher. Enthusiastic about helping students, willing to spend his time to help the students that would approach him and show them ability in his field",doubt_solving,positive,positive,yes
230,"Extremely helpful professor. Go talk to him during office hours, it will be worth the time. It's easy to get a B+, but you'll have to work for an A. He is also very chill and friendly. I like to just go talk about the movie that I watched over the weekend. ",doubt_solving,positive,positive,yes
230,"Extremely helpful professor. Go talk to him during office hours, it will be worth the time. It's easy to get a B+, but you'll have to work for an A. He is also very chill and friendly. I like to just go talk about the movie that I watched over the weekend. ",faculty_availability,positive,positive,yes
230,"Extremely helpful professor. Go talk to him during office hours, it will be worth the time. It's easy to get a B+, but you'll have to work for an A. He is also very chill and friendly. I like to just go talk about the movie that I watched over the weekend. ",subject_difficulty,positive,positive,yes
231,"A good teacher. Better than average. Also very friendly. His corny jokes really helps me get through 3 hours/week of numbers and words. He teaches most things clearly, but if anything is confusing, he doesn't clarify any better, even if you ask him during office hrs. Tests strongly based on class notes-not too bad. Accting is sometimes interesting.",explanation_clarity,positive,positive,yes
231,"A good teacher. Better than average. Also very friendly. His corny jokes really helps me get through 3 hours/week of numbers and words. He teaches most things clearly, but if anything is confusing, he doesn't clarify any better, even if you ask him during office hrs. Tests strongly based on class notes-not too bad. Accting is sometimes interesting.",doubt_solving,positive,positive,yes
231,"A good teacher. Better than average. Also very friendly. His corny jokes really helps me get through 3 hours/week of numbers and words. He teaches most things clearly, but if anything is confusing, he doesn't clarify any better, even if you ask him during office hrs. Tests strongly based on class notes-not too bad. Accting is sometimes interesting.",study_material,negative,negative,yes
231,"A good teacher. Better than average. Also very friendly. His corny jokes really helps me get through 3 hours/week of numbers and words. He teaches most things clearly, but if anything is confusing, he doesn't clarify any better, even if you ask him during office hrs. Tests strongly based on class notes-not too bad. Accting is sometimes interesting.",practical_sessions,negative,negative,yes
232,"Literally the worst professor and class I've ever had. Lectures and notes are messy and confusing, and he can't explain the simplest of concepts. You learn nothing since the materials are actually middle school level easy (he taught us how to take standard deviations for 2 weeks). Did I mention he also gives zero care about students' well-beings?",explanation_clarity,negative,negative,yes
232,"Literally the worst professor and class I've ever had. Lectures and notes are messy and confusing, and he can't explain the simplest of concepts. You learn nothing since the materials are actually middle school level easy (he taught us how to take standard deviations for 2 weeks). Did I mention he also gives zero care about students' well-beings?",study_material,negative,negative,yes
232,"Literally the worst professor and class I've ever had. Lectures and notes are messy and confusing, and he can't explain the simplest of concepts. You learn nothing since the materials are actually middle school level easy (he taught us how to take standard deviations for 2 weeks). Did I mention he also gives zero care about students' well-beings?",subject_difficulty,negative,negative,yes
233,Professor Altamirano is really nice and class is always engaging. We do a lot of fun activities and have many interesting conversations. She is a lenient grader and her tests are fair. She wants students to do well and she is good at breaking down grammar rules to help us learn them better.,doubt_solving,positive,positive,yes
233,Professor Altamirano is really nice and class is always engaging. We do a lot of fun activities and have many interesting conversations. She is a lenient grader and her tests are fair. She wants students to do well and she is good at breaking down grammar rules to help us learn them better.,practical_sessions,positive,positive,yes
234,"I have took three of his courses including Math303160. The lecture is well-structured and the notes are clear and really help you prepare for the exams. If you don't want to spend too much time on these courses, take him. ",explanation_clarity,positive,positive,yes
234,"I have took three of his courses including Math303160. The lecture is well-structured and the notes are clear and really help you prepare for the exams. If you don't want to spend too much time on these courses, take him. ",doubt_solving,positive,positive,yes
234,"I have took three of his courses including Math303160. The lecture is well-structured and the notes are clear and really help you prepare for the exams. If you don't want to spend too much time on these courses, take him. ",study_material,positive,positive,yes
234,"I have took three of his courses including Math303160. The lecture is well-structured and the notes are clear and really help you prepare for the exams. If you don't want to spend too much time on these courses, take him. ",practical_sessions,positive,positive,yes
235,Really great and super interesting.  So qualified and really knows that material in and out.  Midterm is tough and tests are a lot of writing.  No tests besides midterm and final.  One big essay - field research project.,study_material,positive,positive,yes
235,Really great and super interesting.  So qualified and really knows that material in and out.  Midterm is tough and tests are a lot of writing.  No tests besides midterm and final.  One big essay - field research project.,practical_sessions,positive,positive,yes
235,Really great and super interesting.  So qualified and really knows that material in and out.  Midterm is tough and tests are a lot of writing.  No tests besides midterm and final.  One big essay - field research project.,subject_difficulty,positive,positive,yes
236,One of the most challenging classes I took at CMC but also the one in which I learned the most; Lofgren spent signifcant time helping me improve my writing and speaking style; helped me develop confidence and become a much stronger debater in class; totally fair even though my views opposed his,subject_difficulty,positive,positive,yes
236,One of the most challenging classes I took at CMC but also the one in which I learned the most; Lofgren spent signifcant time helping me improve my writing and speaking style; helped me develop confidence and become a much stronger debater in class; totally fair even though my views opposed his,doubt_solving,positive,positive,yes
237,"Class was pretty straight forward since a lot of non-science majors are in it. He's very caring and understanding, will know everyone's name. Heard he's a little tough with grading labs, but I did 't find that to be true for my group. Tests are pretty straightforward and information is taken from lectures.",practical_sessions,positive,positive,yes
237,"Class was pretty straight forward since a lot of non-science majors are in it. He's very caring and understanding, will know everyone's name. Heard he's a little tough with grading labs, but I did 't find that to be true for my group. Tests are pretty straightforward and information is taken from lectures.",subject_difficulty,positive,positive,yes
237,"Class was pretty straight forward since a lot of non-science majors are in it. He's very caring and understanding, will know everyone's name. Heard he's a little tough with grading labs, but I did 't find that to be true for my group. Tests are pretty straightforward and information is taken from lectures.",explanation_clarity,positive,positive,yes
238,"What a great class.  You don't waste time on long-winded works: you study good summaries/examples of what each topic.  You get a huge breadth of information, which is great for an intro class.  Most importantly, you get to discuss ideas for most of the class, which is the whole idea behind philosophy.  It's a great class, and he's an easy grader.",teaching_pace,positive,positive,yes
238,"What a great class.  You don't waste time on long-winded works: you study good summaries/examples of what each topic.  You get a huge breadth of information, which is great for an intro class.  Most importantly, you get to discuss ideas for most of the class, which is the whole idea behind philosophy.  It's a great class, and he's an easy grader.",practical_sessions,positive,positive,yes
