professor,department,Quality,Difficulty,Comment,comment_length,cleaned_comment,aspects,aspect_count,aspect_sentiments
Daniel Krauss ,Psychology department,3.0,5.0,Take his classes if you are a psych major - you will learn a lot. His classes are not for the faint of heart; you could study for 10+ hours and it will still be hard to get an A or even A- in the class. You are graded on like 3 tests and a couple short mini papers and one long paper but he is a tough grader on all of those things.,74,take his class if you be a psych major you will learn a lot his class be not for the faint of heart you could study for hour and it will still be hard to get an a or even a in the class you be grade on like test and a couple short mini paper and one long paper but he be a tough grader on all of those thing,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('positive', 0.743), 'subject_difficulty': ('positive', 0.743)}"
Daniel Krauss ,Psychology department,5.0,4.0,"While he's definitely a tough grader, I would definitely recommend taking his course if you have any interest in mental illness. You are graded on 3 exams, 3 short (but not easy) papers, and 1 final paper. The exams are tough and require a significant amount of studying, and the papers can be time-consuming. But you will learn a ton!",60,while he s definitely a tough grader I would definitely recommend take his course if you have any interest in mental illness you be grade on exam short but not easy paper and final paper the exam be tough and require a significant amount of study and the paper can be timeconsuming but you will learn a ton,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('positive', 0.7717), 'subject_difficulty': ('positive', 0.7717)}"
Daniel Krauss ,Psychology department,5.0,3.0,"He can be a little tough, however, the class was great and so was he! Great guy and a great professor. He is super knowledgable and engaging.",27,he can be a little tough however the class be great and so be he great guy and a great professor he be super knowledgable and engage,['subject_difficulty'],1,"{'subject_difficulty': ('negative', -0.0534)}"
Daniel Krauss ,Psychology department,5.0,2.0,"Prof Krauss approaches the subject of abnormal psychology in an excellent way. He brings lightness and humor to a subject that can be difficult, but not in a way that is disrespectful or harmful to individuals. He teaches the class extraordinarily well and provides examples from personal experiences with clients. He always had funny lectures, too!",56,prof krauss approach the subject of abnormal psychology in an excellent way he bring lightness and humor to a subject that can be difficult but not in a way that be disrespectful or harmful to individual he teach the class extraordinarily well and provide example from personal experience with client he always have funny lecture too,"['explanation_clarity', 'practical_sessions', 'subject_difficulty']",3,"{'subject_difficulty': ('positive', 0.5106), 'explanation_clarity': ('positive', 0.6124), 'practical_sessions': ('positive', 0.6124)}"
Daniel Krauss ,Psychology department,5.0,4.0,"Very interesting and engaging. His upper level seminars are brilliant, and he is the sweetest guy. If you ever need help with anything hes got your back. Can't recommend him highly enough, take any class with him.",37,very interesting and engage his upper level seminar be brilliant and he be the sweetest guy if you ever need help with anything he s get your back can not recommend he highly enough take any class with he,"['doubt_solving', 'practical_sessions']",2,"{'doubt_solving': ('positive', 0.8764), 'practical_sessions': ('positive', 0.8764)}"
Daniel Krauss ,Psychology department,1.0,5.0,"Awful teacher, nothing in his lectures is reflected in his exams. Class is set up so poorly. Gives you writing assignments that can be answered in two sentences. Incredibly unreasonable about everything. His tests are not reflective of his lectures at all.",42,awful teacher nothing in his lecture be reflect in his exam class be set up so poorly give you write assignment that can be answer in two sentence incredibly unreasonable about everything his test be not reflective of his lecture at all,"['explanation_clarity', 'doubt_solving', 'study_material', 'practical_sessions']",4,"{'explanation_clarity': ('negative', -0.4019), 'doubt_solving': ('negative', -0.4019), 'study_material': ('negative', -0.4019), 'practical_sessions': ('negative', -0.4019)}"
Daniel Krauss ,Psychology department,5.0,3.0,"It's not the easiest class because he definitely doesn't take bull, but Krauss KNOWS what he's talking about and is great at instilling interest and facilitating an intelligent,dynamic discussion.",29,its not the easy class because he definitely do not take bull but krauss know what he s talk about and be great at instill interest and facilitate an intelligentdynamic discussion,['subject_difficulty'],1,"{'subject_difficulty': ('positive', 0.0757)}"
Daniel Krauss ,Psychology department,5.0,5.0,"hard as a rock, but a boss nonetheless.  hilarious dude, hilarious",11,hard as a rock but a boss nonetheless hilarious dude hilarious,['subject_difficulty'],1,"{'subject_difficulty': ('negative', -0.1027)}"
Daniel Krauss ,Psychology department,5.0,5.0,"My favorite class I've taken so far at CMC. Very well organized course,superb content. Tests are very difficult and its necessary to put in a lot of work beforehand. Not a ton of outside work besides the reading, and the papers are reviews of cases that you do in class. Great course. Amazing professor. Don't come for an easy A, come to learn.",63,my favorite class I ve take so far at cmc very well organize coursesuperb content test be very difficult and its necessary to put in a lot of work beforehand not a ton of outside work besides the reading and the paper be review of case that you do in class great course amazing professor do not come for an easy a come to learn,"['study_material', 'practical_sessions', 'subject_difficulty']",3,"{'study_material': ('positive', 0.9246), 'practical_sessions': ('positive', 0.9246), 'subject_difficulty': ('positive', 0.9246)}"
Daniel Krauss ,Psychology department,4.0,4.0,Prof. Krauss is really great! I have learned so much in his class and he is soo funny!,18,prof krauss be really great I have learn so much in his class and he be soo funny,[],0,{}
Daniel Krauss ,Psychology department,5.0,5.0,Such a helpful and great teacher. he truly wants his students to succeed and enjoy the class.,17,such a helpful and great teacher he truly want his student to succeed and enjoy the class,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.9477)}"
Daniel Krauss ,Psychology department,4.0,3.0,"Fabulous professor.  Keeps it interesting, humorous, and fun.  Expects a lot out of students, but nothing unreasonable.",17,fabulous professor keep it interesting humorous and fun expect a lot out of student but nothing unreasonable,[],0,{}
Daniel Krauss ,Psychology department,5.0,3.0,"Awesome professor, really interested in students, will write you rec letters.  You do have to work for the class, but it's interesting and worthwhile.  Also, he's funny and keeps lectures/ discussions entertaining.",32,awesome professor really interested in student will write you rec letter you do have to work for the class but its interesting and worthwhile also he s funny and keep lecture discussion entertain,['explanation_clarity'],1,"{'explanation_clarity': ('positive', 0.8519)}"
Daniel Krauss ,Psychology department,5.0,4.0,"One of the best professors at CMC. Great stories, really brings abnormal psych alive. He has high expectations but you know what to expect. Reasonable workload, hard tests. If you do well in his class, he'll take an interest in you and write recommendations.",44,one of the good professor at cmc great story really bring abnormal psych alive he have high expectation but you know what to expect reasonable workload hard test if you do well in his class hell take an interest in you and write recommendation,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('negative', -0.2263), 'subject_difficulty': ('negative', -0.2263)}"
Daniel Krauss ,Psychology department,5.0,3.0,"Great class, really interesting.  He is a great prof--really funny and lots of stories to tell.  The tests are kind of hard, but just make sure you know EVERYTHING on the review sheets.  He is not an easy prof, but it's hard to get a really bad grade.",48,great class really interesting he be a great profreally funny and lot of story to tell the test be kind of hard but just make sure you know everything on the review sheet he be not an easy prof but its hard to get a really bad grade,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('positive', 0.9246), 'subject_difficulty': ('positive', 0.9246)}"
Daniel Krauss ,Psychology department,4.5,3.0,"i can't stop raving about him, he's the best prof i've had.",12,I can not stop rave about he he s the good prof I ve have,[],0,{}
Daniel Krauss ,Psychology department,5.0,4.0,really interesting class. all the lectures are engaging - i never found myself bored. he really knows his stuff but has reasonable expectations of his students.,26,really interesting class all the lecture be engage I never find myself bored he really know his stuff but have reasonable expectation of his student,['explanation_clarity'],1,"{'explanation_clarity': ('positive', 0.7357)}"
Daniel Krauss ,Psychology department,5.0,3.0,No Comments,2,no comment,[],0,{}
Daniel Krauss ,Psychology department,5.0,3.0,"It's not easy to make the subject of abnormal psychology flat out hillarious and human too. Somehow he did. I'd go to those lectures for fun.  
 
 Moderately hard assignments, moderately tough grading, but expectations are spelled out from day one.",40,its not easy to make the subject of abnormal psychology flat out hillarious and human too somehow he do I d go to those lecture for fun moderately hard assignment moderately tough grading but expectation be spell out from day one,"['explanation_clarity', 'study_material', 'practical_sessions', 'subject_difficulty']",4,"{'explanation_clarity': ('neutral', -0.0015), 'study_material': ('neutral', -0.0015), 'practical_sessions': ('neutral', -0.0015), 'subject_difficulty': ('neutral', -0.0015)}"
Daniel Krauss ,Psychology department,4.0,3.0,No Comments,2,no comment,[],0,{}
Daniel Krauss ,Psychology department,4.0,3.0,No Comments,2,no comment,[],0,{}
Daniel Krauss ,Psychology department,3.0,3.0,"Total dork, but its endearing",5,total dork but its endearing,[],0,{}
Daniel Krauss ,Psychology department,5.0,3.0,Krauss is really entertaining and helpful. Makes class fun. Very knowledgeable.,11,krauss be really entertaining and helpful make class fun very knowledgeable,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.861)}"
Matthew Magilke ,Accounting department,1.0,4.0,"Echoing the student who was driven away from the major - Magilke is not someone you want teaching your class. If you truly love accounting take a course with Prof. Massoud. Magilke seems to enjoy making life more difficult for students. Tests are very tough, and he assigns pre-recorded lectures from previous years that he doesn't bother updating.",58,echo the student who be drive away from the major magilke be not someone you want teach your class if you truly love accounting take a course with prof massoud magilke seem to enjoy make life more difficult for student test be very tough and he assign prerecord lecture from previous year that he do not bother update,"['explanation_clarity', 'practical_sessions', 'subject_difficulty']",3,"{'explanation_clarity': ('positive', 0.819), 'practical_sessions': ('positive', 0.819), 'subject_difficulty': ('positive', 0.819)}"
Matthew Magilke ,Accounting department,1.0,5.0,Worst professor and class. The material is not taught well at all and little support is given to students. Much of the class is self-teaching the material to yourself. A truly great professor inspires their students - Magilke drove me away from a major that I once liked and excelled in.,51,bad professor and class the material be not teach well at all and little support be give to student much of the class be selfteache the material to yourself a truly great professor inspire their student magilke drive I away from a major that I once like and excel in,['study_material'],1,"{'study_material': ('positive', 0.923)}"
Matthew Magilke ,Accounting department,2.0,3.0,He's a boring presenter. Study and you'll do well. Not very accessible and is moody.,15,he s a boring presenter study and you ll do well not very accessible and be moody,['faculty_availability'],1,"{'faculty_availability': ('negative', -0.4019)}"
Matthew Magilke ,Accounting department,4.0,4.0,"Magilke is definitely one of the hardest professors at CMC and while he makes you study a lot on your own, it forces you to learn accounting. Tests are tough, but if you study in advance and put in the work, you'll get the grade you deserve. He's accessible during office hours and although can be intimidating, will answers your questions.",61,magilke be definitely one of the hard professor at cmc and while he make you study a lot on your own it force you to learn accounting test be tough but if you study in advance and put in the work you ll get the grade you deserve he s accessible during office hour and although can be intimidate will answer your question,"['doubt_solving', 'practical_sessions', 'faculty_availability', 'subject_difficulty']",4,"{'practical_sessions': ('positive', 0.2023), 'subject_difficulty': ('positive', 0.2023), 'doubt_solving': ('negative', -0.2023), 'faculty_availability': ('neutral', 0.0)}"
Matthew Magilke ,Accounting department,2.0,3.0,He's alright. Lectures were very boring and oftentimes not very clear. You have to do a lot of studying on your own.,22,he s alright lecture be very boring and oftentime not very clear you have to do a lot of study on your own,['explanation_clarity'],1,"{'explanation_clarity': ('negative', -0.4577)}"
Matthew Magilke ,Accounting department,3.0,4.0,"Class isn't as hard as many people make it out to be. He's a chill and really nice guy, but lectures were pretty boring and often not very clear. Class test averages were dismal, but his class is hardly rocket science, and it's on you to put in the hours and effort. Spend at least 5 hours before each test and A's will easily come your way.",67,class be not as hard as many people make it out to be he s a chill and really nice guy but lecture be pretty boring and often not very clear class test average be dismal but his class be hardly rocket science and its on you to put in the hour and effort spend at least hour before each test and as will easily come your way,"['explanation_clarity', 'practical_sessions', 'subject_difficulty']",3,"{'subject_difficulty': ('positive', 0.525), 'explanation_clarity': ('negative', -0.6706), 'practical_sessions': ('negative', -0.6706)}"
Matthew Magilke ,Accounting department,3.5,5.0,"Hard class but you will learn more in this class than you have in most, he is one to throw curve balls and arguably expects too much from students, but nonetheless you will certainly learn accounting. Be sure to read the text for exams",44,hard class but you will learn more in this class than you have in most he be one to throw curve ball and arguably expect too much from student but nonetheless you will certainly learn accounting be sure to read the text for exam,"['practical_sessions', 'subject_difficulty']",2,"{'subject_difficulty': ('negative', -0.1027), 'practical_sessions': ('positive', 0.5719)}"
Matthew Magilke ,Accounting department,4.0,4.0,"Basically if you work hard, you do well in the class. Very simple. Gives you a few chances if you mess up so I respect him a lot for that. Tests can be difficult but you just have to study. I really like his class and he seems to really like his job. ",53,basically if you work hard you do well in the class very simple give you a few chance if you mess up so I respect he a lot for that test can be difficult but you just have to study I really like his class and he seem to really like his job,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('positive', 0.2682), 'subject_difficulty': ('positive', 0.2682)}"
Matthew Magilke ,Accounting department,5.0,3.0,"Prof Magilke is one of my favorite professors at CMC. I switched to accounting (and he became my adviser) after taking his class.  The tests are not easy, but they will prepare you very well for the CPA. My biggest regret at CMC is not taking Intermediate II with him.",50,prof magilke be one of my favorite professor at cmc I switch to accounting and he become my adviser after take his class the test be not easy but they will prepare you very well for the cpa my big regret at cmc be not take intermediate ii with he,"['practical_sessions', 'subject_difficulty']",2,"{'practical_sessions': ('positive', 0.1516), 'subject_difficulty': ('positive', 0.1516)}"
Matthew Magilke ,Accounting department,5.0,3.0,"Magilke is an excellent professor. His lectures are methodical and emphasize practice problems, which I found incredibly helpful. Didn't intend on taking this class, but Magilke makes me glad I did. He will make you work, but you'll learn and his expectations are clear from day 1.",47,magilke be an excellent professor his lecture be methodical and emphasize practice problem which I find incredibly helpful do not intend on take this class but magilke make I glad I do he will make you work but you ll learn and his expectation be clear from day,"['explanation_clarity', 'doubt_solving', 'practical_sessions']",3,"{'explanation_clarity': ('positive', 0.6901), 'doubt_solving': ('positive', 0.6901), 'practical_sessions': ('positive', 0.6901)}"
Matthew Magilke ,Accounting department,2.0,4.0,"Not the teacher you want to do Intermediate accounting with. If your already great at the subject then he should not be too hard, but if your a little rough around the edges i would stay away from Magilke. He does not put much effort into teaching but relies on students learning on their own from the textbook",58,not the teacher you want to do intermediate accounting with if your already great at the subject then he should not be too hard but if your a little rough around the edge I would stay away from magilke he do not put much effort into teaching but rely on student learn on their own from the textbook,"['study_material', 'subject_difficulty']",2,"{'subject_difficulty': ('positive', 0.6904), 'study_material': ('neutral', 0.0)}"
Lisa Cody ,History department,5.0,3.0,"TAKE JANE AUSTEN'S BRITAIN WITH PROF CODY! She is so sweet, so knowledgeable, and not challenging. We read Emma, Mansfield Park, Northanger Abbey, Persuasion, and Sanditon. There is basically NO HOMEWORK... just read the novels! There was the occasional paper, for which she provided great prompts and graded very nicely. Super fun creative proj too!",55,take jane austen britain with prof cody she be so sweet so knowledgeable and not challenge we read emma mansfield park northang abbey persuasion and sanditon there be basically no homework just read the novel there be the occasional paper for which she provide great prompt and grade very nicely super fun creative proj too,['practical_sessions'],1,"{'practical_sessions': ('positive', 0.9708)}"
Lisa Cody ,History department,4.0,3.0,"I love Prof. Cody. She's sweet, funny, and incredibly disorganized. There is a lot of reading and a few papers, but she's reasonable and willing to accommodate in almost any situation. Attendance is mandatory, but the use of class time has almost no correlation to the assignments. Read the books and start your papers with enough time. Trust me.",59,I love prof cody she s sweet funny and incredibly disorganized there be a lot of reading and a few paper but she s reasonable and willing to accommodate in almost any situation attendance be mandatory but the use of class time have almost no correlation to the assignment read the book and start your paper with enough time trust I,"['study_material', 'practical_sessions']",2,"{'study_material': ('positive', 0.8228), 'practical_sessions': ('positive', 0.3384)}"
Lisa Cody ,History department,5.0,3.0,"So far the best professor that I had at CMC! She is very caring about her students. She is always open to new ideas, so definitely reach out to her!",30,so far the good professor that I have at cmc she be very caring about her student she be always open to new idea so definitely reach out to she,[],0,{}
Lisa Cody ,History department,5.0,3.0,She'll zap you with some crazy motivation!,7,shell zap you with some crazy motivation,[],0,{}
Lisa Cody ,History department,5.0,4.0,"Professor Lisa Cody cares. She cares about the subject matter of her courses, she cares about her students, she cares about her teaching. Her understanding of life circumstances that we all know may come across as ridiculous sometimes is incomparable. She wants you to succeed, and will make the effort if you do. Read, show up, think, and write well",60,professor lisa cody care she care about the subject matter of her course she care about her student she care about she teach her understanding of life circumstance that we all know may come across as ridiculous sometimes be incomparable she want you to succeed and will make the effort if you do read show up think and write well,[],0,{}
Lisa Cody ,History department,4.0,3.0,"I overall liked this class a lot. Prof. Cody is interesting and very nice to students. However, she does tend to be fairly disorganized and assignments get moved around.",29,I overall like this class a lot prof cody be interesting and very nice to student however she do tend to be fairly disorganized and assignment get move around,"['study_material', 'practical_sessions']",2,"{'study_material': ('negative', -0.296), 'practical_sessions': ('negative', -0.296)}"
Lisa Cody ,History department,5.0,3.0,"Prof Cody is extremely passionate about what she teaches and has inspired me to take more history classes. She completely changed my perspective of Jane Austen's works through fascinating discussions, lectures, and readings.",33,prof cody be extremely passionate about what she teach and have inspire I to take more history class she completely change my perspective of jane austen work through fascinating discussion lecture and reading,"['explanation_clarity', 'study_material']",2,"{'explanation_clarity': ('positive', 0.8977), 'study_material': ('positive', 0.8977)}"
Lisa Cody ,History department,5.0,3.0,So caring! One of the few Professors who cares about the well-being of her students.,15,so care one of the few professor who care about the wellbeing of her student,[],0,{}
Lisa Cody ,History department,5.0,3.0,Professor Cody is amazing and so understanding! She is very lenient with extensions and understands we have other classes and commitments. She also wants you to learn from your papers and occasionally will let you rewrite papers to learn from your mistakes. She is the sweetest professor and truly cares for her students. She is amazing!!,56,professor cody be amazing and so understanding she be very lenient with extension and understand we have other class and commitment she also want you to learn from your paper and occasionally will let you rewrite paper to learn from your mistake she be the sweetest professor and truly care for her student she be amazing,['practical_sessions'],1,"{'practical_sessions': ('positive', 0.9485)}"
Lisa Cody ,History department,5.0,3.0,"I LOVE LOVE LOVE PROFESSOR CODY! Even if she was teaching a class over a subject I absolutely hated, like math, I would still take the class just to have her as my professor. I had a paper I didn't do well on and met with her in office hours and she is letting me rewrite it and work with her. She is the nicest professor and definitely recommend!",69,I love love love professor cody even if she be teach a class over a subject I absolutely hat like math I would still take the class just to have she as my professor I have a paper I do not do well on and meet with she in office hour and she be let I rewrite it and work with she she be the nice professor and definitely recommend,"['doubt_solving', 'faculty_availability']",2,"{'doubt_solving': ('positive', 0.9704), 'faculty_availability': ('positive', 0.9704)}"
Lisa Cody ,History department,5.0,3.0,"My favorite professor, Lisa really cares about her students. I cannot stress this enough, but she is very, very, very approachable both inside and outside the classroom. Classes and discussions can be a little unorganized at times, but that's only because she tries to be accommodating to the students who do not finish their work on time.",57,my favorite professor lisa really care about her student I can not stress this enough but she be very very very approachable both inside and outside the classroom class and discussion can be a little unorganized at time but that s only because she try to be accommodate to the student who do not finish their work on time,"['doubt_solving', 'subject_difficulty']",2,"{'subject_difficulty': ('positive', 0.8327), 'doubt_solving': ('neutral', 0.0)}"
Lisa Cody ,History department,5.0,3.0,Definitely take Prof Cody's class. Discussions are always interesting and she's very flexible with deadlines. Very friendly and approachable both in class and office hours.,25,definitely take prof codys class discussion be always interesting and she s very flexible with deadline very friendly and approachable both in class and office hour,"['doubt_solving', 'faculty_availability']",2,"{'doubt_solving': ('positive', 0.8775), 'faculty_availability': ('positive', 0.8775)}"
Lisa Cody ,History department,5.0,3.0,Prof. Cody is the absolute best. I have never had a more caring and passionate professor. She will do anything for her kids and knows her subject in mind-boggling detail.,30,prof cody be the absolute good I have never have a more caring and passionate professor she will do anything for her kid and know her subject in mindboggle detail,[],0,{}
Lisa Cody ,History department,5.0,3.0,"I honestly don't understand how anything bad could be said about this prof. She is the most caring and passionate prof I have ever had, and incredibly knowledgeable on the topics she teaches.  She is disorganized at times, but if you didn't feel something was discussed enough, she is willing to talk to you outside of class for hours if needed",61,I honestly do not understand how anything bad could be say about this prof she be the most caring and passionate prof I have ever have and incredibly knowledgeable on the topic she teach she be disorganize at time but if you do not feel something be discuss enough she be willing to talk to you outside of class for hour if need,[],0,{}
Lisa Cody ,History department,4.0,2.0,"She knows what she is talking about, and is student-centered. She will work around YOUR schedule (she will let you turn in papers late if you have midterms that week). Very flexible. That said she is quirky :), slightly disorganized, and tardy. But she makes up for it by bringing treats to class. Would highly recommend!",56,she know what she be talk about and be studentcentere she will work around your schedule she will let you turn in paper late if you have midterm that week very flexible that say she be quirky slightly disorganize and tardy but she make up for it by bring treat to class would highly recommend,[],0,{}
Lisa Cody ,History department,3.5,3.0,"She is extremely disorganized; I cannot emphasize that enough. We had to cancel several reading assignments and essays because of her disorganization, and she gave very little instruction as to how we should approach the essays and presentations. She is helpful if you can meet with her, but her hours are unpredictable. Nice lady, ineffective prof",56,she be extremely disorganized I can not emphasize that enough we have to cancel several reading assignment and essay because of her disorganization and she give very little instruction as to how we should approach the essay and presentation she be helpful if you can meet with she but her hour be unpredictable nice lady ineffective prof,"['doubt_solving', 'study_material', 'practical_sessions', 'faculty_availability']",4,"{'doubt_solving': ('negative', -0.1761), 'study_material': ('negative', -0.1761), 'practical_sessions': ('negative', -0.1761), 'faculty_availability': ('negative', -0.1761)}"
Lisa Cody ,History department,5.0,4.0,"Lisa Cody is the best history professor I have had at the 5Cs. She is passionate, engaging, and fiercely intelligent. If you get a change, take a class with her!!! It may change your major!",35,lisa cody be the good history professor I have have at the cs she be passionate engaging and fiercely intelligent if you get a change take a class with she it may change your major,[],0,{}
Lisa Cody ,History department,5.0,4.0,"Amazing prof. I had her for Art and Politics; it is one of my favorite classes at CMC so far. Sweet, engaging professor who's extremely knowledgeable and possesses infectious enthusiasm. Definitely take her class if you can! A lot of reading but if you commit the time, you get so much out of it!",54,amazing prof I have she for art and politic it be one of my favorite class at cmc so far sweet engage professor who s extremely knowledgeable and possess infectious enthusiasm definitely take her class if you can a lot of reading but if you commit the time you get so much out of it,['study_material'],1,"{'study_material': ('positive', 0.9541)}"
Lisa Cody ,History department,5.0,2.0,"BEST prof ever! She's so enthusiastic about class and she's great to talk with abt anything, I learned so much from her. Tough essay grader but extremely lenient with deadlines and allows multiple drafts. Assigns lots of reading and don't take her class if you don't want to participate. Class was never boring :)",54,well prof ever she s so enthusiastic about class and she s great to talk with abt anything I learn so much from her tough essay grader but extremely lenient with deadline and allow multiple draft assign lot of reading and do not take her class if you do not want to participate class be never bore,"['study_material', 'subject_difficulty']",2,"{'subject_difficulty': ('positive', 0.8695), 'study_material': ('positive', 0.5874)}"
Lisa Cody ,History department,5.0,3.0,"She is the nicest person, and so so knowledgable.  I wish I had found out about her before my senior year.",21,she be the nice person and so so knowledgable I wish I have find out about she before my senior year,[],0,{}
Lisa Cody ,History department,4.5,4.0,Amazing teacher who makes you fall in love with the subject!  She is always there to help and expects you to make an effort. All this results in you becoming a better writer while having fun.  She made me want to become a history major.,45,amazing teacher who make you fall in love with the subject she be always there to help and expect you to make an effort all this result in you become a well writer while have fun she make I want to become a history major,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.9468)}"
Lisa Cody ,History department,5.0,4.0,Really nice and approachable.  One of the best classes I've taken.,11,really nice and approachable one of the good class I ve take,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.7178)}"
Lisa Cody ,History department,5.0,2.0,"Amazing professor, extremely helpful, open and passionate.  She is by far the best history prof in the school!",18,amazing professor extremely helpful open and passionate she be by far the good history prof in the school,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.9216)}"
Lisa Cody ,History department,5.0,2.0,Terrific professor who's really interested in her subject and wants you to learn it well. Class discussions are good and she's really helpful with writing papers. Always tries to make class fun but uses movies too much,37,terrific professor who s really interested in her subject and want you to learn it well class discussion be good and she s really helpful with write paper always try to make class fun but use movie too much,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.95)}"
Lisa Cody ,History department,4.0,4.0,"Our class was always on a tangent, but she is so nice and funny. The topic was really interesting. She loses track of time, but really cares. Great professor for upper division courses.  She expects self-motivation from her students, but let's some students get away with slacking off.",48,our class be always on a tangent but she be so nice and funny the topic be really interesting she lose track of time but really care great professor for upper division course she expect selfmotivation from her student but let some student get away with slack off,[],0,{}
Lisa Cody ,History department,5.0,2.0,Prof Cody is an excellent teacher.  Her Art and Politics class is amazing.  She has made me strongly consider becoming a history major.  She is very flexiable about deadlines and will help students tremendously with their papers.  Class discussions are fascinating and the books/films for the class are too.  She even cooked for us at her home!,57,prof cody be an excellent teacher her art and politic class be amazing she have make I strongly consider become a history major she be very flexiable about deadline and will help student tremendously with their paper class discussion be fascinating and the booksfilm for the class be too she even cook for we at her home,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.9413)}"
Lisa Cody ,History department,5.0,3.0,"Cody is a prof. everyone should take at least once. She entertains every view point, is very knowledgeable, and generally interesting. Great Professor! Great Class!",25,cody be a prof everyone should take at least once she entertain every view point be very knowledgeable and generally interesting great professor great class,[],0,{}
Lisa Cody ,History department,5.0,2.0,"Fantastic.  Beyond helpful, great person/prof in general.  High but clear expectations.  Flexible and understanding.",14,fantastic beyond helpful great personprof in general high but clear expectation flexible and understand,"['explanation_clarity', 'doubt_solving']",2,"{'doubt_solving': ('positive', 0.8885), 'explanation_clarity': ('positive', 0.5423)}"
Lisa Cody ,History department,4.0,3.0,She really knows her stuff. Participation matters!!,7,she really know her stuff participation matter,[],0,{}
Lisa Cody ,History department,3.0,2.0,She is nice but her class is not interesting. I got an A on every paper in her class and still got a B+ in the class cause I missed a few classes. Watch out.,35,she be nice but her class be not interesting I get an a on every paper in her class and still get a b in the class cause I miss a few class watch out,[],0,{}
Lisa Cody ,History department,4.5,4.0,Very sweet and absolutely brilliant. Focuses a lot on women and motherhood because that was her research/book focus. Her grades are pretty up in the air and range significantly even though your writing doesn't. Give her exactly what she wants.,40,very sweet and absolutely brilliant focus a lot on woman and motherhood because that be her researchbook focus her grade be pretty up in the air and range significantly even though your writing do not give she exactly what she want,[],0,{}
Lisa Cody ,History department,5.0,3.0,"wonderful teacher, loves her topics and will always help with any questions/concerns",12,wonderful teacher love her topic and will always help with any questionsconcern,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.891)}"
Lisa Cody ,History department,5.0,3.0,Wonderful professor.,2,wonderful professor,[],0,{}
Lisa Cody ,History department,4.0,5.0,"Incredibly enthusiastic, but very disorganized. Side-tracks easily.",7,incredibly enthusiastic but very disorganized sidetrack easily,[],0,{}
Stephanie Muravchik ,Government department,5.0,3.0,Prof.M is so nice and kind. Strongly recommend her class!,10,profm be so nice and kind strongly recommend her class,[],0,{}
Stephanie Muravchik ,Government department,5.0,2.0,"lots of reading and they start out a bit dense, but get rly interesting as the semester progresses and you'll breeze past them. incredibly kind; willing to meet with u about any questions/concerns u may have. provides extra resources for students wo a background in american gov and it's optional if you want to get a more comprehensive understanding",59,lot of reading and they start out a bit dense but get rly interesting as the semester progress and you ll breeze past they incredibly kind willing to meet with u about any questionsconcern u may have provide extra resource for student will a background in american gov and its optional if you want to get a more comprehensive understanding,"['doubt_solving', 'study_material', 'faculty_availability']",3,"{'study_material': ('positive', 0.8953), 'doubt_solving': ('positive', 0.8953), 'faculty_availability': ('positive', 0.8953)}"
Stephanie Muravchik ,Government department,5.0,4.0,"I loved having Prof Muravchik! She is kind and encouraging to all her students. Shes easy to access outside of class, and is willing to work with her students! I totally recommend taking a class with her if possible, especially at the Intro level since she is willing to meet students where they are in terms of their previous governmental knowledge",61,I love have prof muravchik she be kind and encouraging to all her student she s easy to access outside of class and be willing to work with her student I totally recommend take a class with she if possible especially at the intro level since she be willing to meet student where they be in term of their previous governmental knowledge,"['faculty_availability', 'subject_difficulty']",2,"{'faculty_availability': ('positive', 0.9493), 'subject_difficulty': ('positive', 0.9493)}"
Stephanie Muravchik ,Government department,5.0,3.0,"You'll have to read a lot, but all the readings are chosen exceptionally well and, mostly, give you a fair representation of different sides' arguments. Prof Muravchik is very kind, caring, and accomodating. You can easily get an A without any background knowledge about American Politics if you read carefully and ask for help if necessary.",56,you ll have to read a lot but all the reading be choose exceptionally well and mostly give you a fair representation of different side argument prof muravchik be very kind caring and accomodate you can easily get an a without any background knowledge about american politic if you read carefully and ask for help if necessary,"['doubt_solving', 'study_material']",2,"{'doubt_solving': ('positive', 0.9321), 'study_material': ('positive', 0.9321)}"
Stephanie Muravchik ,Government department,5.0,3.0,"Prof Muravchik is one of the best teachers I've ever had. As someone with zero background in American politics, she was so understanding, and willing to lend her time to answer all questions. If you genuinely try, she will do everything she can to get you to an A. Would recommend her 10000%. So intelligent and amazing.",57,prof muravchik be one of the good teacher I ve ever have as someone with zero background in american politic she be so understanding and willing to lend her time to answer all question if you genuinely try she will do everything she can to get you to an a would recommend she so intelligent and amazing,['doubt_solving'],1,"{'doubt_solving': ('positive', 0.9145)}"
